file_path,line_number,hardcoded_literal,match_category,proposed_alias,confidence,auto_fixable,manual_review_required,severity_risk,context,runtime_executed,generated_or_archive,docs_reference_only,intentional_example,triage_class,canonical_source
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,140677,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,143234,C:\\WINDOWS\\System32\\KERNELBASE.dll,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Could not find a resolution in the search, anyone else having worlderserver crash post c",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,148078,e:\n\n1.,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Ahh ok, so from here out to update:\n\n1. Run SQL query for new version from #sql-update",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,150840,\\bin\\RelWithDebInfo,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""hi after you extract it it goes into the  64502Precompiled\\bin\\RelWithDebInfo folder"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,153185,E:\\WarSpire\\xclient\\_retail_\\Data,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Error checking client version: boost::filesystem::directory_iterator::construct: The sys",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,158804,C:\\Trinity\\RoleplayCore-master\\src\\server\\database\\Database\\MySQLConnection.cpp:600,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Hi! First sorry my english is soooo bad, ima getting this problem...im so new in this an",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,160888,C:\\Trinity\\RoleplayCore-master\\src\\server\\database\\Database\\MySQLConnection.cpp:600,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""C:\\Trinity\\RoleplayCore-master\\src\\server\\database\\Database\\MySQLConnection.cpp:6",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,162124,C:\\Trinity\\RoleplayCore-master\\src\\server\\worldserver\\Main.cpp:617,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""TC> Grumbo'z World Chat Channel loaded.\nServer: AIO library loaded\nServer: AIO handler",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,162124,D:\nWorld,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""TC> Grumbo'z World Chat Channel loaded.\nServer: AIO library loaded\nServer: AIO handler",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,162439,C:\\Trinity\\RoleplayCore-master\\src\\server\\game\\Globals\\ObjectMgr.cpp:4395,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""~~I've used the 3 SQLs  (HD, CBI, PCI) for ARAC from custom options and now I'm stuck at",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,164662,l:\nLike,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""So my question https://discord.com/channels/1231835263861395487/1251391835969032233/1456",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,E:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172794,E:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""```\n./vmap4extractor.exe\nTrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,E:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,172922,E:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""but now i get\n```\nPS E:\\Games\\World of Warcraft> ./mapextractor\nTrinityCore rev. un",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,175299,D:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""well yes. D:\\Games\\World of Warcraft\\Drac wow\\65727Precompiled\\bin\\RelWithDebInfo\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,175299,\\65727Precompiled\\bin\\RelWithDebInfo\\UniServerZ,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""well yes. D:\\Games\\World of Warcraft\\Drac wow\\65727Precompiled\\bin\\RelWithDebInfo\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,175349,D:\\65727Precompiled\\blabla,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""else move the whole thing to D:\\65727Precompiled\\blabla"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,176152,t:\n\nType:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""To create your account:\n\nType: bnetaccount create <user> <pass>\n\nExample: bnetaccoun",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,181398,e:\n\nAntivirus,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Had to ask AI for help on this one:\n\nAntivirus Hooking\n    ∙    Most AV software inje",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,181398,r:\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Had to ask AI for help on this one:\n\nAntivirus Hooking\n    ∙    Most AV software inje",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,181398,t:\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Had to ask AI for help on this one:\n\nAntivirus Hooking\n    ∙    Most AV software inje",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,182286,t:\n\nMode:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I have the latest repack 66263 set up, retail client is also at 6623. Bnetserver and Wor",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,182286,o:\nVersion,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I have the latest repack 66263 set up, retail client is also at 6623. Bnetserver and Wor",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,1944,t:\nhttps://github.com/motivewc/wowpatch,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""so there is a patcher made by a dude who knows a guy from Arctium and he helped him with",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,2223,u:\n\nare,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""```\nThis approach will ONLY work if you:\n\nare connecting to a server with a valid TLS",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,6294,x:\n\nINSERT,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""SQL Fix:\n\nINSERT INTO `world`.`smart_scripts` (`entryorguid`, `source_type`, `id`, `li",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,8225,\\58630Precompiled\\bin\\RelWithDebInfo,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""58630Precompiled.rar\\58630Precompiled\\bin\\RelWithDebInfo"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,11635,s:\n\nhttps://www.youtube.com/watch?v=VCVyFyC1Nuw\n\n@Sicalicious:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""After completing The Isle of Dorn campaign, you should see the NPCs and quests:\n\nhttps",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,13644,r:\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Hi! I downloaded the latest client version from Battle.net, client version 59538.\n\nI l",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,13644,g:\nbnetaccount,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Hi! I downloaded the latest client version from Battle.net, client version 59538.\n\nI l",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,16823,s:\nhttps://docs.google.com/spreadsheets/d/1dMYdKWOk7rAb7XRMtsfOQBQYXebMffhqIa8kMKxrjPw/edit?usp=sharing\n\nQuick,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Here is a quick breakdown of how you can pull Operation Floodgate during week one. S",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,16823,e:\nhttps://youtu.be/J_PoAQO-gWE\n\nLooking,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Here is a quick breakdown of how you can pull Operation Floodgate during week one. S",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,28731,r:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""no, you have to download the official retail blizzard client and then either:\n- wait fo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,30113,g:\nDoes,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""One last thing:\nDoes it come with an admin account by default? Something like admin@adm",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,30740,n:\nmysqli::real_connect():,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""maybe you can do something with it: \nThis happens when I select \""Start Apache\"" in Uni",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,30740,E:\\WoWww\\Server\\62493Precompiled\\bin\\RelWithDebInfo\\UniServerZ\\www\\system\\database\\drivers\\mysqli\\mysqli_driver.php,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""maybe you can do something with it: \nThis happens when I select \""Start Apache\"" in Uni",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,31710,e:\nEncroaching,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Creatures not hostile:\nEncroaching undercrawler https://www.wowhead.com/npc=215771/encr",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,33330,o:\nVersion,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""```\nMode: Custom Server (Retail)\nDeveloper mode: Enabled\nModding Mode: Disable\n\nCli",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,35110,r:\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Sorry man I don't understand the instructions here on the arctium link\n\nhttps://tc.arc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,35684,g:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I'm not the best person, or even the most suitable person, for your problem, but have yo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,35751,C:\\62493Precompiled\\bin\\RelWithDebInfo\\UniServerZ\\core\\mysql\\bin\\mysqld_z.exe:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""2025-08-18T06:41:50.820444Z 0 [System] [MY-011323] [Server] X Plugin ready for connectio",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,35751,C:\\62493Precompiled\\bin\\RelWithDebInfo\\UniServerZ\\core\\mysql\\bin\\mysqld_z.exe:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""2025-08-18T06:41:50.820444Z 0 [System] [MY-011323] [Server] X Plugin ready for connectio",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,35751,C:\\62493Precompiled\\bin\\RelWithDebInfo\\UniServerZ\\core\\mysql\\bin\\mysqld_z.exe:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""2025-08-18T06:41:50.820444Z 0 [System] [MY-011323] [Server] X Plugin ready for connectio",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,38131,C:\\Games\\Draconic\\63003Precompiled\\bin\\RelWithDebInfo).,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""can you run worldserver.exe via CMD and screen shot the error?i am assuming you run it a",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,40457,s:\n\n11/1,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""But it looks like the client is still connecting to Blizzard servers.  I am seeing the B",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,41298,s:\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Just before Worldserver crashes it shows this in the console. Not sure if there is a clu",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,46257,E:\\My,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""for example, if you put it in \""E:\\My Folder\\64978Precompiled\"" it won't work"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,46357,E:\\64978Precompiled\\bin\\RelWithDebInfo.....,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""yeah that's best...like \""E:\\64978Precompiled\\bin\\RelWithDebInfo.....\"""",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,51742,y:\n1491,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""“Are these the correct bonusListIDs? If so, they do not seem to be applied correctly:\n1",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,52534,\\bin\\RelWithDebInfo\\lua_scripts,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Put this Lua in your \""65727Precompiled\\bin\\RelWithDebInfo\\lua_scripts\"" folder.\nYou",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,C:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,\\_retail_\\Data,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,C:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,\\_retail_\\cameras\nExtracted,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,C:\\Games\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_tww.json,54287,\\_retail_\\Data,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Can't extract the files. \nUnable to open file DriverBlacklist.db2 in the archive for lo",No,Yes,No,No,archive_skip,Yes
